,Case,acqlabel,acq_id,PhaseEncodingDirection_fmap,EffectiveEchoSpacing_fmap,TotalReadoutTime_fmap,RepetitionTime_fmap,EchoTime_fmap
686,sub-NDARKM941XLL/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4c658d56695006cc0c72f,j,0.000414993,0.0427443,3.32,0.1002
687,sub-NDARKN509RP9/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4c6f2d566950078c12de4,j-,0.000414993,0.0427443,3.32,0.1002
688,sub-NDARKN509RP9/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4c6f3d566950078c12de5,j,0.000414993,0.0427443,3.32,0.1002
689,sub-NDARKP815KPZ/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4c788d56695006cc0c742,j-,0.000414993,0.0427443,3.32,0.1002
690,sub-NDARKP815KPZ/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4c789d566950078c12dfb,j,0.000414993,0.0427443,3.32,0.1002
691,sub-NDARKT811ATJ/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4c82ed566950059c05c75,j-,0.000414993,0.0427443,3.32,0.1002
692,sub-NDARKT811ATJ/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4c82fd56695006cc0c74c,j,0.000414993,0.0427443,3.32,0.1002
693,sub-NDARKW521EMY/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4c8c5d566950078c12e25,j-,0.000414993,0.0427443,3.32,0.1002
694,sub-NDARKW521EMY/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4c8c6d56695005bc07a54,j,0.000414993,0.0427443,3.32,0.1002
695,sub-NDARKX701BJ4/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4c8d6d566950078c12e2d,j,0.000550001,0.04565,5.301,0.0512
696,sub-NDARLB547HJD/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4c97bd56695006cc0c761,j-,0.000414993,0.0427443,3.32,0.1002
697,sub-NDARLB547HJD/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4c97bd566950078c12e43,j,0.000414993,0.0427443,3.32,0.1002
698,sub-NDARLF142AF5/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4ca2ad566950055c02e8f,j-,0.000414993,0.0427443,3.32,0.1002
699,sub-NDARLF142AF5/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4ca2bd566950078c12e5e,j,0.000414993,0.0427443,3.32,0.1002
700,sub-NDARLJ334YD0/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4caced56695006cc0c775,j-,0.000414993,0.0427443,3.32,0.1002
701,sub-NDARLJ334YD0/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4cacfd56695005bc07a5f,j,0.000414993,0.0427443,3.32,0.1002
702,sub-NDARLL790WLF/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4cb67d566950078c12e88,j-,0.000414993,0.0427443,3.32,0.1002
703,sub-NDARLL790WLF/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4cb69d566950078c12e89,j,0.000414993,0.0427443,3.32,0.1002
704,sub-NDARLY483UNZ/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4cc11d566950078c12e9e,j-,0.000414993,0.0427443,3.32,0.1002
705,sub-NDARLY483UNZ/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4cc12d566950078c12ea0,j,0.000414993,0.0427443,3.32,0.1002
706,sub-NDARLZ986JLL/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4cc74d56695006cc0c796,j,0.000550001,0.04565,5.301,0.0512
707,sub-NDARMA449JDZ/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4cd11d56695006cc0c79f,j-,0.000414993,0.0427443,3.32,0.1002
708,sub-NDARMA449JDZ/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4cd12d56695005bc07a71,j,0.000414993,0.0427443,3.32,0.1002
709,sub-NDARMF508PA2/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4cdbad566950078c12ec9,j-,0.000414993,0.0427443,3.32,0.1002
710,sub-NDARMF508PA2/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4cdbbd566950078c12ecb,j,0.000414993,0.0427443,3.32,0.1002
711,sub-NDARML024FF2/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4ce6ad566950078c12ee1,j-,0.000414993,0.0427443,3.32,0.1002
712,sub-NDARML024FF2/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4ce6bd566950078c12ee2,j,0.000414993,0.0427443,3.32,0.1002
713,sub-NDARMN302YAV/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4cf13d566950057c03f00,j-,0.000414993,0.0427443,3.32,0.1002
714,sub-NDARMN302YAV/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4cf15d56695005bc07a7a,j,0.000414993,0.0427443,3.32,0.1002
715,sub-NDARMN376BMF/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4cfd4d566950078c12f09,j-,0.000414993,0.0427443,3.32,0.1002
716,sub-NDARMN376BMF/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4cfd5d566950078c12f0a,j,0.000414993,0.0427443,3.32,0.1002
717,sub-NDARMR039JV5/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d08ad56695005bc07a85,j-,0.000414993,0.0427443,3.32,0.1002
718,sub-NDARMR039JV5/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d08ad566950078c12f1e,j,0.000414993,0.0427443,3.32,0.1002
719,sub-NDARMV274TAY/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d139d566950078c12f3a,j-,0.000414993,0.0427443,3.32,0.1002
720,sub-NDARMV274TAY/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d13ad566950078c12f3c,j,0.000414993,0.0427443,3.32,0.1002
721,sub-NDARNK055HVH/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d1e3d56695006cc0c7e0,j-,0.000414993,0.0427443,3.32,0.1002
722,sub-NDARNK055HVH/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d1e5d56695006cc0c7e3,j,0.000414993,0.0427443,3.32,0.1002
723,sub-NDARNK322PHW/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d28dd566950078c12f69,j-,0.000414993,0.0427443,3.32,0.1002
724,sub-NDARNK322PHW/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d28ed56695006cc0c7f0,j,0.000414993,0.0427443,3.32,0.1002
725,sub-NDARNK768THB/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d34bd566950059c05ca5,j-,0.000414993,0.0427443,3.32,0.1002
726,sub-NDARNK768THB/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d34cd566950078c12f7c,j,0.000414993,0.0427443,3.32,0.1002
727,sub-NDARNM783ZVV/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d3e5d566950059c05cad,j-,0.000414993,0.0427443,3.32,0.1002
728,sub-NDARNM783ZVV/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d3e6d56695006cc0c803,j,0.000414993,0.0427443,3.32,0.1002
729,sub-NDARNR734JZH/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d497d56695006cc0c80e,j-,0.000414993,0.0427443,3.32,0.1002
730,sub-NDARNR734JZH/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d498d566950078c12fa4,j,0.000414993,0.0427443,3.32,0.1002
731,sub-NDARNZ792HBN/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d528d566950078c12fb3,j-,0.000414993,0.0427443,3.32,0.1002
732,sub-NDARNZ792HBN/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d529d566950059c05cb2,j,0.000414993,0.0427443,3.32,0.1002
733,sub-NDARNZ917TDK/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d597d56695006cc0c81e,j-,0.000414993,0.0427443,3.32,0.1002
734,sub-NDARNZ917TDK/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d598d56695006cc0c820,j,0.000414993,0.0427443,3.32,0.1002
735,sub-NDARPA570LBF/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d631d566950053c0288f,j-,0.000414993,0.0427443,3.32,0.1002
736,sub-NDARPA570LBF/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d632d566950078c12fd5,j,0.000414993,0.0427443,3.32,0.1002
737,sub-NDARPA827UBJ/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d6a8d56695005bc07abc,j-,0.000414993,0.0427443,3.32,0.1002
738,sub-NDARPA827UBJ/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d6a9d566950078c12fea,j,0.000414993,0.0427443,3.32,0.1002
739,sub-NDARPG134TF1/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d70ed56695005bc07ac2,j-,0.000414993,0.0427443,3.32,0.1002
740,sub-NDARPG134TF1/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d70fd566950078c13001,j,0.000414993,0.0427443,3.32,0.1002
741,sub-NDARPH834YB1/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d7bad566950078c13016,j-,0.000414993,0.0427443,3.32,0.1002
742,sub-NDARPH834YB1/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d7bbd56695006cc0c845,j,0.000414993,0.0427443,3.32,0.1002
743,sub-NDARPL201YL4/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d869d566950078c13028,j-,0.000414993,0.0427443,3.32,0.1002
744,sub-NDARPL201YL4/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d869d566950078c1302b,j,0.000414993,0.0427443,3.32,0.1002
745,sub-NDARPV009TYX/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d907d566950078c13039,j-,0.000414993,0.0427443,3.32,0.1002
746,sub-NDARPV009TYX/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d908d56695006cc0c85b,j,0.000414993,0.0427443,3.32,0.1002
747,sub-NDARPV303LAX/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4d9aed566950078c1304c,j-,0.000414993,0.0427443,3.32,0.1002
748,sub-NDARPV303LAX/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4d9afd566950059c05cc1,j,0.000414993,0.0427443,3.32,0.1002
749,sub-NDARPW786GC4/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4da61d566950078c13064,j-,0.000414993,0.0427443,3.32,0.1002
750,sub-NDARPW786GC4/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4da62d56695006cc0c86d,j,0.000414993,0.0427443,3.32,0.1002
751,sub-NDARPW915RGD/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4daffd56695005bc07aee,j-,0.000414993,0.0427443,3.32,0.1002
752,sub-NDARPW915RGD/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4db00d566950078c1307a,j,0.000414993,0.0427443,3.32,0.1002
753,sub-NDARRB359CRR/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4dba2d56695006cc0c886,j-,0.000414993,0.0427443,3.32,0.1002
754,sub-NDARRB359CRR/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4dba3d566950059c05cc6,j,0.000414993,0.0427443,3.32,0.1002
755,sub-NDARRC016UZE/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4dc45d566950078c130ac,j-,0.000414993,0.0427443,3.32,0.1002
756,sub-NDARRC016UZE/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4dc46d566950078c130af,j,0.000414993,0.0427443,3.32,0.1002
757,sub-NDARRM320RHN/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4dceed566950059c05cce,j-,0.000414993,0.0427443,3.32,0.1002
758,sub-NDARRM320RHN/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4dcf0d566950059c05ccf,j,0.000414993,0.0427443,3.32,0.1002
759,sub-NDARRV837BZQ/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4dd9fd566950078c130d4,j-,0.000414993,0.0427443,3.32,0.1002
760,sub-NDARRV837BZQ/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4dda0d56695006cc0c8a1,j,0.000414993,0.0427443,3.32,0.1002
761,sub-NDARRX819BZ0/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4de4bd56695005bc07b03,j-,0.000414993,0.0427443,3.32,0.1002
762,sub-NDARRX819BZ0/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4de4cd56695005bc07b06,j,0.000414993,0.0427443,3.32,0.1002
763,sub-NDARRY268AF2/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4def3d566950078c130fd,j-,0.000414993,0.0427443,3.32,0.1002
764,sub-NDARRY268AF2/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4def4d56695006cc0c8b4,j,0.000414993,0.0427443,3.32,0.1002
765,sub-NDARTE424BUF/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4df5cd566950078c1310c,j-,0.000414993,0.0427443,3.32,0.1002
766,sub-NDARTE424BUF/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4df5dd566950059c05cdd,j,0.000414993,0.0427443,3.32,0.1002
767,sub-NDARTK691PJJ/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4dfeed566950078c13124,j-,0.000414993,0.0427443,3.32,0.1002
768,sub-NDARTK691PJJ/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4dfefd566950057c03f22,j,0.000414993,0.0427443,3.32,0.1002
769,sub-NDARTK834FT9/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e0a0d56695006cc0c8cf,j-,0.000414993,0.0427443,3.32,0.1002
770,sub-NDARTK834FT9/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e0a1d566950078c1313b,j,0.000414993,0.0427443,3.32,0.1002
771,sub-NDARTK950DY5/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e11ed566950078c13149,j-,0.000414993,0.0427443,3.32,0.1002
772,sub-NDARTK950DY5/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e11fd56695005bc07b1f,j,0.000414993,0.0427443,3.32,0.1002
773,sub-NDARTN173MXV/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e1b8d566950059c05ce7,j-,0.000414993,0.0427443,3.32,0.1002
774,sub-NDARTN173MXV/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e1b9d566950078c13161,j,0.000414993,0.0427443,3.32,0.1002
775,sub-NDARUA832MYV/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e264d56695005bc07b2c,j-,0.000414993,0.0427443,3.32,0.1002
776,sub-NDARUA832MYV/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e265d566950078c1316f,j,0.000414993,0.0427443,3.32,0.1002
777,sub-NDARUB231LHN/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e2fad566950078c13183,j-,0.000414993,0.0427443,3.32,0.1002
778,sub-NDARUB231LHN/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e2fbd566950078c13184,j,0.000414993,0.0427443,3.32,0.1002
779,sub-NDARUE603CHQ/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e39fd56695006cc0c902,j-,0.000414993,0.0427443,3.32,0.1002
780,sub-NDARUE603CHQ/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e3a0d566950078c13195,j,0.000414993,0.0427443,3.32,0.1002
781,sub-NDARUG278FNY/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e454d566950078c131aa,j-,0.000414993,0.0427443,3.32,0.1002
782,sub-NDARUG278FNY/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e455d56695006cc0c909,j,0.000414993,0.0427443,3.32,0.1002
783,sub-NDARUJ779NM0/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e4f8d56695005bc07b43,j-,0.000414993,0.0427443,3.32,0.1002
784,sub-NDARUJ779NM0/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e4f9d56695006cc0c913,j,0.000414993,0.0427443,3.32,0.1002
785,sub-NDARUM791WPF/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e5a8d566950078c131d9,j-,0.000414993,0.0427443,3.32,0.1002
786,sub-NDARUM791WPF/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e5a9d56695005bc07b47,j,0.000414993,0.0427443,3.32,0.1002
787,sub-NDARUT470BM4/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e664d566950057c03f30,j-,0.000414993,0.0427443,3.32,0.1002
788,sub-NDARUT470BM4/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e665d56695006cc0c92a,j,0.000414993,0.0427443,3.32,0.1002
789,sub-NDARUX284GGB/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e70ed566950078c13202,j-,0.000414993,0.0427443,3.32,0.1002
790,sub-NDARUX284GGB/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e70fd566950078c13203,j,0.000414993,0.0427443,3.32,0.1002
791,sub-NDARVC310XV2/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e7a6d56695005bc07b53,j-,0.000414993,0.0427443,3.32,0.1002
792,sub-NDARVC310XV2/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e7a7d566950078c1321c,j,0.000414993,0.0427443,3.32,0.1002
793,sub-NDARVG597HNL/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e835d566950078c13233,j-,0.000414993,0.0427443,3.32,0.1002
794,sub-NDARVG597HNL/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e836d566950078c13235,j,0.000414993,0.0427443,3.32,0.1002
795,sub-NDARVT454LAE/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e8c2d566950053c02894,j-,0.000414993,0.0427443,3.32,0.1002
796,sub-NDARVT454LAE/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e8c3d56695005bc07b61,j,0.000414993,0.0427443,3.32,0.1002
797,sub-NDARVY054WEA/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e902d56695006cc0c955,j,0.000550001,0.04565,5.301,0.0512
798,sub-NDARWA544RDT/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4e96fd566950078c13257,j-,0.000414993,0.0427443,3.32,0.1002
799,sub-NDARWA544RDT/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e970d566950078c13259,j,0.000414993,0.0427443,3.32,0.1002
800,sub-NDARWB457JU6/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4e97bd566950078c1325c,j,0.000550001,0.04565,5.301,0.0512
801,sub-NDARWG798MJG/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4ea29d56695006cc0c967,j-,0.000414993,0.0427443,3.32,0.1002
802,sub-NDARWG798MJG/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4ea2ad56695006cc0c969,j,0.000414993,0.0427443,3.32,0.1002
803,sub-NDARWH725TXP/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4ead3d566950078c13287,j-,0.000414993,0.0427443,3.32,0.1002
804,sub-NDARWH725TXP/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4ead4d566950078c1328a,j,0.000414993,0.0427443,3.32,0.1002
805,sub-NDARWN523GVF/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4eb8cd56695006cc0c97c,j-,0.000414993,0.0427443,3.32,0.1002
806,sub-NDARWN523GVF/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4eb8ed56695006cc0c97e,j,0.000414993,0.0427443,3.32,0.1002
807,sub-NDARWN691CG7/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4ec30d56695005bc07b7f,j-,0.000414993,0.0427443,3.32,0.1002
808,sub-NDARWN691CG7/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4ec31d566950078c132ae,j,0.000414993,0.0427443,3.32,0.1002
809,sub-NDARWZ024UYK/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4ecd8d566950078c132c0,j-,0.000414993,0.0427443,3.32,0.1002
810,sub-NDARWZ024UYK/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4ecd9d566950078c132c3,j,0.000414993,0.0427443,3.32,0.1002
811,sub-NDARXG108HK2/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4ed49d566950078c132d2,j-,0.000414993,0.0427443,3.32,0.1002
812,sub-NDARXG108HK2/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4ed4ad56695005bc07b8a,j,0.000414993,0.0427443,3.32,0.1002
813,sub-NDARXG670HFE/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4edc8d566950078c132ea,j-,0.000414993,0.0427443,3.32,0.1002
814,sub-NDARXG670HFE/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4edc9d56695006cc0c9a9,j,0.000414993,0.0427443,3.32,0.1002
815,sub-NDARXT822TAA/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4ee6cd566950078c132fc,j-,0.000414993,0.0427443,3.32,0.1002
816,sub-NDARXT822TAA/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4ee6dd566950059c05d26,j,0.000414993,0.0427443,3.32,0.1002
817,sub-NDARYF368WEA/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4ef08d566950078c13310,j-,0.000414993,0.0427443,3.32,0.1002
818,sub-NDARYF368WEA/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4ef09d56695006cc0c9be,j,0.000414993,0.0427443,3.32,0.1002
819,sub-NDARYF728BEP/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4efc0d566950078c13320,j-,0.000414993,0.0427443,3.32,0.1002
820,sub-NDARYF728BEP/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4efc1d56695005bc07b9e,j,0.000414993,0.0427443,3.32,0.1002
821,sub-NDARYG391PMU/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4f048d566950059c05d2a,j-,0.000414993,0.0427443,3.32,0.1002
822,sub-NDARYG391PMU/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4f049d56695005bc07ba7,j,0.000414993,0.0427443,3.32,0.1002
823,sub-NDARYH182BBV/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4f08cd566950078c13340,j,0.000550001,0.04565,5.301,0.0512
824,sub-NDARYN254VW6/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4f0ded56695006cc0c9df,j,0.000414993,0.0427443,3.32,0.1002
825,sub-NDARYN254VW6/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4f0dfd566950078c13347,j-,0.000414993,0.0427443,3.32,0.1002
826,sub-NDARYT155NHX/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4f147d566950078c13354,j-,0.000414993,0.0427443,3.32,0.1002
827,sub-NDARYT155NHX/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4f148d566950059c05d33,j,0.000414993,0.0427443,3.32,0.1002
828,sub-NDARYX592YYR/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4f1f5d566950057c03f42,j-,0.000414993,0.0427443,3.32,0.1002
829,sub-NDARYX592YYR/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4f1f6d566950078c13368,j,0.000414993,0.0427443,3.32,0.1002
830,sub-NDARYY664KHF/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4f2dfd56695005bc07bb1,j-,0.000414993,0.0427443,3.32,0.1002
831,sub-NDARYY664KHF/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4f2e0d56695006cc0ca02,j,0.000414993,0.0427443,3.32,0.1002
832,sub-NDARYZ693DE2/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4f372d566950078c13398,j-,0.000414993,0.0427443,3.32,0.1002
833,sub-NDARYZ693DE2/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4f373d56695006cc0ca0e,j,0.000414993,0.0427443,3.32,0.1002
834,sub-NDARZK753WGR/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4f41ed56695005bc07bbc,j-,0.000414993,0.0427443,3.32,0.1002
835,sub-NDARZK753WGR/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4f41fd56695006cc0ca1a,j,0.000414993,0.0427443,3.32,0.1002
836,sub-NDARZU822WN3/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5df4f4c0d56695005bc07bc3,j-,0.000414993,0.0427443,3.32,0.1002
837,sub-NDARZU822WN3/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5df4f4c1d566950078c133c1,j,0.000414993,0.0427443,3.32,0.1002
838,sub-NDARAD224CRB/ses-HBNsiteRU/fmap,acq-dwi_run-01_epi,5de83c3c40116e0058c4f5c9,j-,0.000414993,0.0427443,3.32,0.1002
839,sub-NDARAD224CRB/ses-HBNsiteRU/fmap,acq-dwi_run-02_epi,5de83c3d40116e0057bca897,j,0.000414993,0.0427443,3.32,0.1002
840,sub-NDARAE270LEZ/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5de83f3740116e0058c4f67c,j-,0.000414993,0.0427443,3.32,0.1002
841,sub-NDARAE270LEZ/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5de83f3c40116e0057bca91c,j,0.000414993,0.0427443,3.32,0.1002
842,sub-NDARAH304ED7/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5de8451840116e005bcf90d5,j-,0.000414993,0.0427443,3.32,0.1002
843,sub-NDARAH304ED7/ses-HBNsiteRU/fmap,acq-dwi_dir-PA_epi,5de8451940116e005bcf90d8,j,0.000414993,0.0427443,3.32,0.1002
844,sub-NDARAJ689BVN/ses-HBNsiteRU/fmap,acq-dwi_run-01_epi,5de8482940116e0058c4f7b6,j-,0.000414993,0.0427443,3.32,0.1002
845,sub-NDARAJ689BVN/ses-HBNsiteRU/fmap,acq-dwi_run-02_epi,5de8482a40116e0053b56ee1,j,0.000414993,0.0427443,3.32,0.1002
846,sub-NDARAP964VDB/ses-HBNsiteRU/fmap,acq-dwi_dir-AP_epi,5de852fd40116e0057bcaa41,j-,0.000414993,0.0427443,3.32,0.1002
