,Case,acqlabel,acq_id,PhaseEncodingDirection_dwi,EffectiveEchoSpacing_dwi,TotalReadoutTime_dwi,RepetitionTime_dwi,EchoTime_dwi
336,sub-NDAREW671HZW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9326240116e0054b7c3d1,j-,0.000414993,0.0427443,3.32,0.1002
337,sub-NDAREX065KJU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de933c240116e0058c51495,j-,0.000414993,0.0427443,3.32,0.1002
338,sub-NDARFK027LB0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de962cb40116e005bcfcdcb,j-,0.000414993,0.0427443,3.32,0.1002
339,sub-NDARFM328XW4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9665240116e005bcfce8d,j-,0.000414993,0.0427443,3.32,0.1002
340,sub-NDARFM948RTJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9693940116e0058c51cdb,j-,0.000414993,0.0427443,3.32,0.1002
341,sub-NDARFR095UJK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de96ce640116e005bcfd127,j-,0.000414993,0.0427443,3.32,0.1002
342,sub-NDARFT964EU8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9732140116e005bcfd2d6,j-,0.000414993,0.0427443,3.32,0.1002
343,sub-NDARFX710UZA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f4d3d566950078c133c4,j-,0.000414993,0.0427443,3.32,0.1002
344,sub-NDARGA346NA7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f552d566950078c133da,j-,0.000414993,0.0427443,3.32,0.1002
345,sub-NDARGA507DCC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f579d56695006cc0ca37,j-,0.000414993,0.0427443,3.32,0.1002
346,sub-NDARGK943RL3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f75fd56695006cc0ca4e,j-,0.000414993,0.0427443,3.32,0.1002
347,sub-NDARGL936KTV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f7ded56695006cc0ca5b,j-,0.000414993,0.0427443,3.32,0.1002
348,sub-NDARGU395RFP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f85ad566950078c1344c,j-,0.000414993,0.0427443,3.32,0.1002
349,sub-NDARGX760NYV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f8dad566950078c13463,j-,0.000414993,0.0427443,3.32,0.1002
350,sub-NDARHB689WH7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f96cd56695005bc07bec,j-,0.000414993,0.0427443,3.32,0.1002
351,sub-NDARHC453LC1/ses-HBNsiteRU/dwi,acq-64dir_run-01_dwi,5df4f9e9d56695005bc07bf5,j-,0.000414993,0.0427443,3.32,0.1002
352,sub-NDARHC453LC1/ses-HBNsiteRU/dwi,acq-64dir_run-02_dwi,5df4f9f2d566950059c05d61,j-,0.000414993,0.0427443,3.32,0.1002
353,sub-NDARHG294AFG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4fa5fd566950059c05d6d,j-,0.000414993,0.0427443,3.32,0.1002
354,sub-NDARHK526BY1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4faffd56695006cc0caae,j-,0.000414993,0.0427443,3.32,0.1002
355,sub-NDARHR099EWX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4fb48d566950078c134cb,j-,0.000414993,0.0427443,3.32,0.1002
356,sub-NDARHT844LZR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4fbd1d566950078c134ec,j-,0.000414993,0.0427443,3.32,0.1002
357,sub-NDARJB355YHK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4fd95d566950078c1354e,j-,0.000414993,0.0427443,3.32,0.1002
358,sub-NDARJB366HYJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4fe0cd566950078c13568,j-,0.000414993,0.0427443,3.32,0.1002
359,sub-NDARJH707GJM/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ff36d56695006cc0cb7f,j-,0.000414993,0.0427443,3.32,0.1002
360,sub-NDARJH99CWH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ffb5d566950078c135be,j-,0.000414993,0.0427443,3.32,0.1002
361,sub-NDARJJ767FBH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5002ed56695006cc0cb9b,j-,0.000414993,0.0427443,3.32,0.1002
362,sub-NDARJM036PVX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5007ad566950055c02ec6,j-,0.000414993,0.0427443,3.32,0.1002
363,sub-NDARJM296MDW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df500f6d56695006cc0cbb1,j-,0.000414993,0.0427443,3.32,0.1002
364,sub-NDARJN531EN3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50171d566950078c13609,j-,0.000414993,0.0427443,3.32,0.1002
365,sub-NDARJP146GT9/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df501edd566950078c13621,j-,0.000414993,0.0427443,3.32,0.1002
366,sub-NDARJX505XD6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5030ed56695005bc07c75,j-,0.000414993,0.0427443,3.32,0.1002
367,sub-NDARJZ526HN3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50387d566950078c13673,j-,0.000414993,0.0427443,3.32,0.1002
368,sub-NDARKE604RXR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5043ed566950059c05dc3,j-,0.000414993,0.0427443,3.32,0.1002
369,sub-NDARKH298MA3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df504b3d566950078c136a2,j-,0.000414993,0.0427443,3.32,0.1002
370,sub-NDARKH444AGK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50530d566950059c05dcb,j-,0.000414993,0.0427443,3.32,0.1002
371,sub-NDARKJ322ELL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5059cd566950078c136d5,j-,0.000414993,0.0427443,3.32,0.1002
372,sub-NDARKK732JW3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50611d566950078c136e8,j-,0.000414993,0.0427443,3.32,0.1002
373,sub-NDARKN346XZH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5068dd566950078c13709,j-,0.000414993,0.0427443,3.32,0.1002
374,sub-NDARKN848XH8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50713d566950059c05ddc,j-,0.000414993,0.0427443,3.32,0.1002
375,sub-NDARLD738DUM/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50791d566950057c03f7f,j-,0.000414993,0.0427443,3.32,0.1002
376,sub-NDARLD978JVJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5081bd56695006cc0cc73,j-,0.000414993,0.0427443,3.32,0.1002
377,sub-NDARLE417FRX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50899d56695005bc07cbb,j-,0.000414993,0.0427443,3.32,0.1002
378,sub-NDARLE417RA4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df508e7d566950078c13791,j-,0.000414993,0.0427443,3.32,0.1002
379,sub-NDARLF032LXH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50955d56695006cc0ccfa,j-,0.000414993,0.0427443,3.32,0.1002
380,sub-NDARLG154ZA3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50a7cd56695006cc0cd2b,j-,0.000414993,0.0427443,3.32,0.1002
381,sub-NDARLJ148JH2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50b30d566950078c1380f,j-,0.000414993,0.0427443,3.32,0.1002
382,sub-NDARLP246NT6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50bf7d566950078c13832,j-,0.000414993,0.0427443,3.32,0.1002
383,sub-NDARLR620FW6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50ca7d566950078c13851,j-,0.000414993,0.0427443,3.32,0.1002
384,sub-NDARLU111UYF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50d21d566950078c13875,j-,0.000414993,0.0427443,3.32,0.1002
385,sub-NDARME100GK1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50e7dd566950057c03f9c,j-,0.000414993,0.0427443,3.32,0.1002
386,sub-NDARME736MN8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50ef4d56695006cc0cd9c,j-,0.000414993,0.0427443,3.32,0.1002
387,sub-NDARMH559LKK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df50f99d566950078c138f1,j-,0.000414993,0.0427443,3.32,0.1002
388,sub-NDARMJ495DE0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51017d566950078c1390f,j-,0.000414993,0.0427443,3.32,0.1002
389,sub-NDARMP977RHZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5111ad566950078c1394c,j-,0.000414993,0.0427443,3.32,0.1002
390,sub-NDARMT882AWE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51193d566950078c13965,j-,0.000414993,0.0427443,3.32,0.1002
391,sub-NDARMY456WML/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df512b2d566950078c13994,j-,0.000414993,0.0427443,3.32,0.1002
392,sub-NDARMZ790VHM/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51321d56695006cc0ce08,j-,0.000414993,0.0427443,3.32,0.1002
393,sub-NDARNE196LV0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5139fd566950078c139b6,j-,0.000414993,0.0427443,3.32,0.1002
394,sub-NDARNF341BNN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51431d566950078c139cf,j-,0.000414993,0.0427443,3.32,0.1002
395,sub-NDARNH200DA6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df514a5d566950078c139ea,j-,0.000414993,0.0427443,3.32,0.1002
396,sub-NDARNK241ZXA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51522d566950078c139ff,j-,0.000414993,0.0427443,3.32,0.1002
397,sub-NDARNM147CG2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51596d56695005bc07d6b,j-,0.000414993,0.0427443,3.32,0.1002
398,sub-NDARNR459MUJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df515ead566950059c05e64,j-,0.000414993,0.0427443,3.32,0.1002
399,sub-NDARNT043XGH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51669d56695006cc0ce4a,j-,0.000414993,0.0427443,3.32,0.1002
400,sub-NDARNV694EMG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df516dbd566950078c13a4e,j-,0.000414993,0.0427443,3.32,0.1002
401,sub-NDARNZ610KZY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51759d566950059c05e72,j-,0.000414993,0.0427443,3.32,0.1002
402,sub-NDARPD568LHV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5188bd566950078c13a84,j-,0.000414993,0.0427443,3.32,0.1002
403,sub-NDARPG847LB8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51909d56695005bc07d8d,j-,0.000414993,0.0427443,3.32,0.1002
404,sub-NDARPH923FN7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5198ed56695006cc0ce99,j-,0.000414993,0.0427443,3.32,0.1002
405,sub-NDARPK300HMV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51a06d56695006cc0cea2,j-,0.000414993,0.0427443,3.32,0.1002
406,sub-NDARPP726XBF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51b1fd56695006cc0cebd,j-,0.000414993,0.0427443,3.32,0.1002
407,sub-NDARRB338YZ0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51bd6d566950078c13afc,j-,0.000414993,0.0427443,3.32,0.1002
408,sub-NDARRM122UPB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51c72d566950078c13b0e,j-,0.000414993,0.0427443,3.32,0.1002
409,sub-NDARRP384BVX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51cf4d56695006cc0cee2,j-,0.000414993,0.0427443,3.32,0.1002
410,sub-NDARRV941EAC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51d56d56695006cc0ceef,j-,0.000414993,0.0427443,3.32,0.1002
411,sub-NDARTA819MF0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51e06d56695005bc07db0,j-,0.000414993,0.0427443,3.32,0.1002
412,sub-NDARTC652JK4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df51f9fd56695006cc0cf36,j-,0.000414993,0.0427443,3.32,0.1002
413,sub-NDARTG035JK8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5201ed566950078c13b86,j-,0.000414993,0.0427443,3.32,0.1002
414,sub-NDARTT013GUN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5209dd56695006cc0cf4d,j-,0.000414993,0.0427443,3.32,0.1002
415,sub-NDARTV525XC0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52106d566950078c13bb0,j-,0.000414993,0.0427443,3.32,0.1002
416,sub-NDARUD776KFT/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df522f2d56695006cc0cf77,j-,0.000414993,0.0427443,3.32,0.1002
417,sub-NDARUE483WZ4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52376d566950057c03fd2,j-,0.000414993,0.0427443,3.32,0.1002
418,sub-NDARUG492VF0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df523dfd566950059c05ec8,j-,0.000414993,0.0427443,3.32,0.1002
419,sub-NDARUK329RUU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52456d566950078c13c37,j-,0.000414993,0.0427443,3.32,0.1002
420,sub-NDARUP908XUJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df525ced56695006cc0cfb1,j-,0.000414993,0.0427443,3.32,0.1002
421,sub-NDARVH033CA4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52675d566950078c13ca9,j-,0.000414993,0.0427443,3.32,0.1002
422,sub-NDARVK720WZ0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df526fcd56695006cc0cfd3,j-,0.000414993,0.0427443,3.32,0.1002
423,sub-NDARVN270UU2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df527e6d566950078c13cf1,j-,0.000414993,0.0427443,3.32,0.1002
424,sub-NDARVN648NN2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52866d566950078c13d02,j-,0.000414993,0.0427443,3.32,0.1002
425,sub-NDARWC801CB5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52990d566950059c05ef5,j-,0.000414993,0.0427443,3.32,0.1002
426,sub-NDARWJ064WYP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df529dad566950078c13d41,j-,0.000414993,0.0427443,3.32,0.1002
427,sub-NDARWM848AKP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52a21d566950078c13d54,j-,0.000414993,0.0427443,3.32,0.1002
428,sub-NDARWT086XMF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52ae6d566950078c13d6d,j-,0.000414993,0.0427443,3.32,0.1002
429,sub-NDARWX711LBK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52bfed566950059c05f00,j-,0.000414993,0.0427443,3.32,0.1002
430,sub-NDARXF358XGE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52c74d566950078c13dbe,j-,0.000414993,0.0427443,3.32,0.1002
431,sub-NDARXG646PM9/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52d20d56695005bc07e3d,j-,0.000414993,0.0427443,3.32,0.1002
432,sub-NDARXG767MTB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52dd8d566950078c13de3,j-,0.000414993,0.0427443,3.32,0.1002
433,sub-NDARXH393TMM/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df52e5ad566950078c13dfe,j-,0.000414993,0.0427443,3.32,0.1002
434,sub-NDARXT256FRP/ses-HBNsiteRU/dwi,acq-64dir_run-01_dwi,5df52f39d56695006cc0d092,j-,0.000414993,0.0427443,3.32,0.1002
435,sub-NDARXT256FRP/ses-HBNsiteRU/dwi,acq-64dir_run-02_dwi,5df52f42d566950078c13e38,j-,0.000414993,0.0427443,3.32,0.1002
436,sub-NDARYC594EHN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5301cd566950078c13e5d,j-,0.000414993,0.0427443,3.32,0.1002
437,sub-NDARYF338WW1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53077d56695005bc07e62,j-,0.000414993,0.0427443,3.32,0.1002
438,sub-NDARYJ301DYN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5312ad566950078c13e8c,j-,0.000414993,0.0427443,3.32,0.1002
439,sub-NDARYJ638RTN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df531efd566950059c05f22,j-,0.000414993,0.0427443,3.32,0.1002
440,sub-NDARYN595JMA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53268d566950059c05f28,j-,0.000414993,0.0427443,3.32,0.1002
441,sub-NDARYX806FL1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53449d566950078c13ee2,j-,0.000414993,0.0427443,3.32,0.1002
442,sub-NDARYY022HBW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53523d566950078c13ef8,j-,0.000414993,0.0427443,3.32,0.1002
443,sub-NDARYZ489EHH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df535c5d566950078c13f10,j-,0.000414993,0.0427443,3.32,0.1002
444,sub-NDARZC344VH2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53688d566950078c13f25,j-,0.000414993,0.0427443,3.32,0.1002
445,sub-NDARZZ740MLM/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df539bbd566950059c05f43,j-,0.000414993,0.0427443,3.32,0.1002
446,sub-NDARAC495TJ2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de838db40116e005bcf8d8e,j-,0.000414993,0.0427443,3.32,0.1002
447,sub-NDARAK738BGC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8483940116e0057bca9c2,j-,0.000414993,0.0427443,3.32,0.1002
448,sub-NDARAM848GTE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de84b4140116e005bcf9223,j-,0.000414993,0.0427443,3.32,0.1002
449,sub-NDARAP522AFK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8507240116e0057bcaa23,j-,0.000414993,0.0427443,3.32,0.1002
450,sub-NDARAP785CTE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de851ba40116e0058c4f8c0,j-,0.000414993,0.0427443,3.32,0.1002
451,sub-NDARAU708TL8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8597e40116e0058c4f9c6,j-,0.000414993,0.0427443,3.32,0.1002
452,sub-NDARAU967RWU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de85acb40116e005bcf94b2,j-,0.000414993,0.0427443,3.32,0.1002
453,sub-NDARBM433VER/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de87d2c40116e005bcf9adb,j-,0.000414993,0.0427443,3.32,0.1002
454,sub-NDARCG438NML/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de89e1b40116e0054b7becb,j-,0.000414993,0.0427443,3.32,0.1002
455,sub-NDARCH868WVX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8a3a740116e005bcfa1ec,j-,0.000414993,0.0427443,3.32,0.1002
456,sub-NDARCV981XUY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8beb440116e005bcfa6d8,j-,0.000414993,0.0427443,3.32,0.1002
457,sub-NDARDA472JE3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8ca5a40116e005bcfa8e4,j-,0.000414993,0.0427443,3.32,0.1002
458,sub-NDARDA573XGG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8cbff40116e0058c504f7,j-,0.000414993,0.0427443,3.32,0.1002
459,sub-NDARDC843HHM/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8d28a40116e0058c505b4,j-,0.000414993,0.0427443,3.32,0.1002
460,sub-NDARDR236FWH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8ec6c40116e0057bcb2b4,j-,0.000414993,0.0427443,3.32,0.1002
461,sub-NDARDR950CGG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8f20640116e005bcfb019,j-,0.000414993,0.0427443,3.32,0.1002
462,sub-NDARDU853XZ6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8f6f640116e0058c50915,j-,0.000414993,0.0427443,3.32,0.1002
463,sub-NDAREC078VFT/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9085e40116e005bcfb4b0,j-,0.000414993,0.0427443,3.32,0.1002
464,sub-NDARED628HMQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de90d9140116e005bcfb63c,j-,0.000414993,0.0427443,3.32,0.1002
465,sub-NDAREF848YWD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de912e240116e005bcfb718,j-,0.000414993,0.0427443,3.32,0.1002
466,sub-NDAREK575JNM/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de91d0e40116e0058c50df4,j-,0.000414993,0.0427443,3.32,0.1002
467,sub-NDAREX589EXG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de936a140116e0058c5153d,j-,0.000414993,0.0427443,3.32,0.1002
468,sub-NDARFA165XBV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de93ae340116e0057bcbb77,j-,0.000414993,0.0427443,3.32,0.1002
469,sub-NDARFA737TG6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de93cf840116e005bcfc504,j-,0.000414993,0.0427443,3.32,0.1002
470,sub-NDARFE299MWU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de952c640116e005bcfc983,j-,0.000414993,0.0427443,3.32,0.1002
471,sub-NDARFE526NK3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9547d40116e005bcfca0b,j-,0.000414993,0.0427443,3.32,0.1002
472,sub-NDARFG568PXZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9594d40116e005bcfcaf0,j-,0.000414993,0.0427443,3.32,0.1002
473,sub-NDARFU444HEF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de974c040116e0058c51fdb,j-,0.000414993,0.0427443,3.32,0.1002
474,sub-NDARGA048BD8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53a7bd566950078c13f7d,j-,0.000414993,0.0427443,3.32,0.1002
475,sub-NDARGD425PTN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53b89d56695005bc07ebb,j-,0.000414993,0.0427443,3.32,0.1002
476,sub-NDARGK672URV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53cc7d566950078c13fb3,j-,0.000414993,0.0427443,3.32,0.1002
477,sub-NDARGN044FE4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53df5d56695006cc0d167,j-,0.000414993,0.0427443,3.32,0.1002
478,sub-NDARGR354WBH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df53f3dd566950078c13ff1,j-,0.000414993,0.0427443,3.32,0.1002
479,sub-NDARGV948BFZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54066d566950078c14008,j-,0.000414993,0.0427443,3.32,0.1002
480,sub-NDARGZ361JJ9/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5410ed566950078c14016,j-,0.000414993,0.0427443,3.32,0.1002
481,sub-NDARHG065YHQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54218d566950078c1402c,j-,0.000414993,0.0427443,3.32,0.1002
482,sub-NDARHR140GMB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df542fdd56695005bc07ef2,j-,0.000414993,0.0427443,3.32,0.1002
483,sub-NDARHT829KKB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df543c3d56695005bc07ef9,j-,0.000414993,0.0427443,3.32,0.1002
484,sub-NDARHX418ZGJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df544e0d56695005bc07efc,j-,0.000414993,0.0427443,3.32,0.1002
485,sub-NDARJG298YVA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df545c3d566950078c14079,j-,0.000414993,0.0427443,3.32,0.1002
486,sub-NDARKD064EVC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5467bd56695005bc07f08,j-,0.000414993,0.0427443,3.32,0.1002
487,sub-NDARKE726AMA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54728d56695006cc0d1eb,j-,0.000414993,0.0427443,3.32,0.1002
488,sub-NDARKK000PNQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df547c4d566950078c140b0,j-,0.000414993,0.0427443,3.32,0.1002
489,sub-NDARKM784VA7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54936d566950078c140e4,j-,0.000414993,0.0427443,3.32,0.1002
490,sub-NDARKP893TWU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54a47d56695005bc07f30,j-,0.000414993,0.0427443,3.32,0.1002
491,sub-NDARKX665ZD3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54b1ad566950078c14122,j-,0.000414993,0.0427443,3.32,0.1002
492,sub-NDARKZ634RVX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54bc7d566950059c05f94,j-,0.000414993,0.0427443,3.32,0.1002
493,sub-NDARMK416UUQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54c71d566950078c14146,j-,0.000414993,0.0427443,3.32,0.1002
494,sub-NDARMU589LP6/ses-HBNsiteRU/dwi,acq-64dir_run-01_dwi,5df54d0ed566950078c14157,j-,0.000414993,0.0427443,3.32,0.1002
495,sub-NDARMU589LP6/ses-HBNsiteRU/dwi,acq-64dir_run-02_dwi,5df54d12d56695005bc07f45,j-,0.000414993,0.0427443,3.32,0.1002
496,sub-NDARMU589LP6/ses-HBNsiteRU/dwi,acq-64dir_run-03_dwi,5df54d15d566950078c1415e,j-,0.000414993,0.0427443,3.32,0.1002
497,sub-NDARMY294VNE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54d91d566950057c04017,j-,0.000414993,0.0427443,3.32,0.1002
498,sub-NDARND697FLK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54e4fd566950078c14178,j-,0.000414993,0.0427443,3.32,0.1002
499,sub-NDARNK740ZVM/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df54f98d566950078c141ba,j-,0.000414993,0.0427443,3.32,0.1002
500,sub-NDARNM708YTF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df550c6d566950078c141e4,j-,0.000414993,0.0427443,3.32,0.1002
501,sub-NDARNY023FWG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55185d566950078c141fe,j-,0.000414993,0.0427443,3.32,0.1002
502,sub-NDARPB619PHV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55248d566950078c14224,j-,0.000414993,0.0427443,3.32,0.1002
503,sub-NDARPK237YHD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df552fad56695006cc0d2ad,j-,0.000414993,0.0427443,3.32,0.1002
504,sub-NDARPZ344ZGE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5539cd56695006cc0d2bf,j-,0.000414993,0.0427443,3.32,0.1002
505,sub-NDARRH285LR3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55442d566950059c05fb8,j-,0.000414993,0.0427443,3.32,0.1002
506,sub-NDARRH344TL7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df554d3d56695005bc07f7e,j-,0.000414993,0.0427443,3.32,0.1002
