,Case,acqlabel,acq_id,PhaseEncodingDirection_dwi,EffectiveEchoSpacing_dwi,TotalReadoutTime_dwi,RepetitionTime_dwi,EchoTime_dwi
166,sub-NDARWP595TE6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4added56695005bc07981,j-,0.000414993,0.0427443,3.32,0.1002
167,sub-NDARWP634RZL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ae86d566950078c12afa,j-,0.000414993,0.0427443,3.32,0.1002
168,sub-NDARWR678HLF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4af39d566950078c12b11,j-,0.000414993,0.0427443,3.32,0.1002
169,sub-NDARWT449PUN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4aff1d566950078c12b28,j-,0.000414993,0.0427443,3.32,0.1002
170,sub-NDARWV449GEM/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b0dbd566950078c12b3f,j-,0.000414993,0.0427443,3.32,0.1002
171,sub-NDARXF203DCD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b26bd566950059c05c08,j-,0.000414993,0.0427443,3.32,0.1002
172,sub-NDARXG571WPL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b32ed56695006cc0c5f3,j-,0.000414993,0.0427443,3.32,0.1002
173,sub-NDARXR637JER/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b3cbd56695005bc079ae,j-,0.000414993,0.0427443,3.32,0.1002
174,sub-NDARXV445NYZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b46bd566950078c12ba6,j-,0.000414993,0.0427443,3.32,0.1002
175,sub-NDARXY240WJC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b51bd566950078c12bbd,j-,0.000414993,0.0427443,3.32,0.1002
176,sub-NDARXY745NXJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b5bed566950078c12bd2,j-,0.000414993,0.0427443,3.32,0.1002
177,sub-NDARYL758JGG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b651d566950078c12be7,j-,0.000414993,0.0427443,3.32,0.1002
178,sub-NDARYY218LU2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b737d566950078c12c00,j-,0.000414993,0.0427443,3.32,0.1002
179,sub-NDARYZ909VND/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b7dbd56695005bc079ce,j-,0.000414993,0.0427443,3.32,0.1002
180,sub-NDARZE850WXD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b85fd56695006cc0c63e,j-,0.000414993,0.0427443,3.32,0.1002
181,sub-NDARZJ603JM0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b8fcd566950078c12c2f,j-,0.000414993,0.0427443,3.32,0.1002
182,sub-NDARZK732FZ0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4b99ed566950078c12c45,j-,0.000414993,0.0427443,3.32,0.1002
183,sub-NDARZL855WVA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ba5ed566950059c05c37,j-,0.000414993,0.0427443,3.32,0.1002
184,sub-NDARAD232HVV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de83c4b40116e0058c4f5ca,j-,0.000414993,0.0427443,3.32,0.1002
185,sub-NDARAE358VBE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de83f4940116e005bcf8f26,j-,0.000414993,0.0427443,3.32,0.1002
186,sub-NDARAH503YG1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8452540116e0057bca9a7,j-,0.000414993,0.0427443,3.32,0.1002
187,sub-NDARAT358XM9/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8551740116e0057bcaa55,j-,0.000414993,0.0427443,3.32,0.1002
188,sub-NDARBG831VK4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de870a740116e005bcf9870,j-,0.000414993,0.0427443,3.32,0.1002
189,sub-NDARBJ482HJL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de875be40116e0058c4fcb3,j-,0.000414993,0.0427443,3.32,0.1002
190,sub-NDARBU928LV0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8875740116e005bcf9cd2,j-,0.000414993,0.0427443,3.32,0.1002
191,sub-NDARBV059CGE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8880840116e0058c4fe4e,j-,0.000414993,0.0427443,3.32,0.1002
192,sub-NDARCA690EBC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de893a640116e0058c4ff78,j-,0.000414993,0.0427443,3.32,0.1002
193,sub-NDARCD357CZR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8986540116e005bcf9fd8,j-,0.000414993,0.0427443,3.32,0.1002
194,sub-NDARCG037CX4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de89bc440116e005bcfa0d1,j-,0.000414993,0.0427443,3.32,0.1002
195,sub-NDARDE294HNX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8d90040116e0057bcb1b9,j-,0.000414993,0.0427443,3.32,0.1002
196,sub-NDARDN489EXJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8e97e40116e005bcfae33,j-,0.000414993,0.0427443,3.32,0.1002
197,sub-NDARDR458MR7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8efc040116e005bcfaf3b,j-,0.000414993,0.0427443,3.32,0.1002
198,sub-NDAREB093GH6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de906a940116e0058c50afb,j-,0.000414993,0.0427443,3.32,0.1002
199,sub-NDAREC648WEL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de90c6340116e0058c50bd3,j-,0.000414993,0.0427443,3.32,0.1002
200,sub-NDAREF389RY2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de911e140116e005bcfb6e8,j-,0.000414993,0.0427443,3.32,0.1002
201,sub-NDAREM703YFD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de920b340116e0054b7c268,j-,0.000414993,0.0427443,3.32,0.1002
202,sub-NDAREM887YY8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de922c840116e005bcfbb28,j-,0.000414993,0.0427443,3.32,0.1002
203,sub-NDAREN667YTZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9266840116e005bcfbc97,j-,0.000414993,0.0427443,3.32,0.1002
204,sub-NDARER970AEF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de929d440116e005bcfbf34,j-,0.000414993,0.0427443,3.32,0.1002
205,sub-NDARFA402LMW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de93c4940116e005bcfc4cd,j-,0.000414993,0.0427443,3.32,0.1002
206,sub-NDARFA815FXE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de93e9040116e005bcfc53c,j-,0.000414993,0.0427443,3.32,0.1002
207,sub-NDARFF644ZGD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9562240116e005bcfca40,j-,0.000414993,0.0427443,3.32,0.1002
208,sub-NDARFR820KFF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de96f5640116e005bcfd1de,j-,0.000414993,0.0427443,3.32,0.1002
209,sub-NDARFT881VT6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9728040116e005bcfd2b2,j-,0.000414993,0.0427443,3.32,0.1002
210,sub-NDARGA499CKF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4bb6ad566950078c12c7c,j-,0.000414993,0.0427443,3.32,0.1002
211,sub-NDARGF367KVL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4bc01d566950078c12c90,j-,0.000414993,0.0427443,3.32,0.1002
212,sub-NDARGG539YGN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4bca6d56695006cc0c683,j-,0.000414993,0.0427443,3.32,0.1002
213,sub-NDARGH634ME7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4bd16d566950078c12cbe,j-,0.000414993,0.0427443,3.32,0.1002
214,sub-NDARGH790CEF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4bd7fd566950078c12cd6,j-,0.000414993,0.0427443,3.32,0.1002
215,sub-NDARGK041TPB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4bdf6d566950078c12ced,j-,0.000414993,0.0427443,3.32,0.1002
216,sub-NDARGX443CEU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4bea1d566950078c12d02,j-,0.000414993,0.0427443,3.32,0.1002
217,sub-NDARHC462NGR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4bf4dd566950059c05c4a,j-,0.000414993,0.0427443,3.32,0.1002
218,sub-NDARHF150FDY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4bfe9d566950078c12d24,j-,0.000414993,0.0427443,3.32,0.1002
219,sub-NDARHM413HVA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c0ecd566950078c12d44,j-,0.000414993,0.0427443,3.32,0.1002
220,sub-NDARHN067BTE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c1a6d56695006cc0c6dc,j-,0.000414993,0.0427443,3.32,0.1002
221,sub-NDARHR372GJ7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c25fd566950078c12d6d,j-,0.000414993,0.0427443,3.32,0.1002
222,sub-NDARHT095YB4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c30ad566950059c05c5d,j-,0.000414993,0.0427443,3.32,0.1002
223,sub-NDARJB027GMR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c3a6d566950078c12d94,j-,0.000414993,0.0427443,3.32,0.1002
224,sub-NDARJE686DJL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c444d566950078c12da4,j-,0.000414993,0.0427443,3.32,0.1002
225,sub-NDARJW373UE3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c4d1d56695005bc07a33,j-,0.000414993,0.0427443,3.32,0.1002
226,sub-NDARKM941XLL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c5c0d56695005bc07a39,j-,0.000414993,0.0427443,3.32,0.1002
227,sub-NDARKN509RP9/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c667d566950059c05c70,j-,0.000414993,0.0427443,3.32,0.1002
228,sub-NDARKP815KPZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c704d566950078c12dea,j-,0.000414993,0.0427443,3.32,0.1002
229,sub-NDARKT811ATJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c799d566950055c02e8c,j-,0.000414993,0.0427443,3.32,0.1002
230,sub-NDARKW521EMY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c841d56695006cc0c74f,j-,0.000414993,0.0427443,3.32,0.1002
231,sub-NDARLB547HJD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c8e6d56695006cc0c75a,j-,0.000414993,0.0427443,3.32,0.1002
232,sub-NDARLF142AF5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4c98cd566950078c12e49,j-,0.000414993,0.0427443,3.32,0.1002
233,sub-NDARLJ334YD0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ca3cd566950057c03ef3,j-,0.000414993,0.0427443,3.32,0.1002
234,sub-NDARLL790WLF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4cadfd566950078c12e75,j-,0.000414993,0.0427443,3.32,0.1002
235,sub-NDARLY483UNZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4cb7ad566950078c12e8e,j-,0.000414993,0.0427443,3.32,0.1002
236,sub-NDARMA449JDZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4cc85d56695006cc0c798,j-,0.000414993,0.0427443,3.32,0.1002
237,sub-NDARMF508PA2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4cd24d566950059c05c8a,j-,0.000414993,0.0427443,3.32,0.1002
238,sub-NDARML024FF2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4cdccd566950045c02248,j-,0.000414993,0.0427443,3.32,0.1002
239,sub-NDARMN302YAV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ce7cd566950078c12ee6,j-,0.000414993,0.0427443,3.32,0.1002
240,sub-NDARMN376BMF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4cf2ad566950078c12efc,j-,0.000414993,0.0427443,3.32,0.1002
241,sub-NDARMR039JV5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4cfe6d56695005bc07a82,j-,0.000414993,0.0427443,3.32,0.1002
242,sub-NDARMV274TAY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d09bd566950078c12f25,j-,0.000414993,0.0427443,3.32,0.1002
243,sub-NDARNK055HVH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d14bd566950078c12f42,j-,0.000414993,0.0427443,3.32,0.1002
244,sub-NDARNK322PHW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d1f4d566950078c12f5a,j-,0.000414993,0.0427443,3.32,0.1002
245,sub-NDARNK768THB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d29ed56695005bc07a94,j-,0.000414993,0.0427443,3.32,0.1002
246,sub-NDARNM783ZVV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d35bd566950078c12f80,j-,0.000414993,0.0427443,3.32,0.1002
247,sub-NDARNR734JZH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d3f7d566950078c12f93,j-,0.000414993,0.0427443,3.32,0.1002
248,sub-NDARNZ792HBN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d4a8d566950055c02e95,j-,0.000414993,0.0427443,3.32,0.1002
249,sub-NDARNZ917TDK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d539d56695005bc07ab2,j-,0.000414993,0.0427443,3.32,0.1002
250,sub-NDARPA570LBF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d5a9d56695006cc0c823,j-,0.000414993,0.0427443,3.32,0.1002
251,sub-NDARPA827UBJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d643d566950078c12fdc,j-,0.000414993,0.0427443,3.32,0.1002
252,sub-NDARPG134TF1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d6b9d566950078c12ff0,j-,0.000414993,0.0427443,3.32,0.1002
253,sub-NDARPH834YB1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d721d56695005bc07ac6,j-,0.000414993,0.0427443,3.32,0.1002
254,sub-NDARPL201YL4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d7cbd56695005bc07acf,j-,0.000414993,0.0427443,3.32,0.1002
255,sub-NDARPV009TYX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d87cd56695006cc0c850,j-,0.000414993,0.0427443,3.32,0.1002
256,sub-NDARPV303LAX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d91ad566950078c1303e,j-,0.000414993,0.0427443,3.32,0.1002
257,sub-NDARPW786GC4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4d9c1d566950078c13054,j-,0.000414993,0.0427443,3.32,0.1002
258,sub-NDARPW915RGD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4da74d566950078c13069,j-,0.000414993,0.0427443,3.32,0.1002
259,sub-NDARRB359CRR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4db11d56695006cc0c87d,j-,0.000414993,0.0427443,3.32,0.1002
260,sub-NDARRC016UZE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4dbb4d56695006cc0c889,j-,0.000414993,0.0427443,3.32,0.1002
261,sub-NDARRM320RHN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4dc57d566950078c130b2,j-,0.000414993,0.0427443,3.32,0.1002
262,sub-NDARRV837BZQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4dd04d566950078c130c6,j-,0.000414993,0.0427443,3.32,0.1002
263,sub-NDARRX819BZ0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ddb1d566950078c130db,j-,0.000414993,0.0427443,3.32,0.1002
264,sub-NDARRY268AF2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4de5cd566950059c05cd6,j-,0.000414993,0.0427443,3.32,0.1002
265,sub-NDARTE424BUF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4df04d566950055c02ea0,j-,0.000414993,0.0427443,3.32,0.1002
266,sub-NDARTK691PJJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4df6dd566950078c13112,j-,0.000414993,0.0427443,3.32,0.1002
267,sub-NDARTK834FT9/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4dfffd56695006cc0c8c7,j-,0.000414993,0.0427443,3.32,0.1002
268,sub-NDARTK950DY5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e0b2d566950057c03f25,j-,0.000414993,0.0427443,3.32,0.1002
269,sub-NDARTN173MXV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e12fd566950078c1314c,j-,0.000414993,0.0427443,3.32,0.1002
270,sub-NDARUA832MYV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e1cad566950059c05ce9,j-,0.000414993,0.0427443,3.32,0.1002
271,sub-NDARUB231LHN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e275d56695005bc07b2e,j-,0.000414993,0.0427443,3.32,0.1002
272,sub-NDARUE603CHQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e30bd566950078c13188,j-,0.000414993,0.0427443,3.32,0.1002
273,sub-NDARUG278FNY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e3b0d566950078c13199,j-,0.000414993,0.0427443,3.32,0.1002
274,sub-NDARUJ779NM0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e466d566950078c131ae,j-,0.000414993,0.0427443,3.32,0.1002
275,sub-NDARUM791WPF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e509d56695006cc0c917,j-,0.000414993,0.0427443,3.32,0.1002
276,sub-NDARUT470BM4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e5bbd566950078c131df,j-,0.000414993,0.0427443,3.32,0.1002
277,sub-NDARUX284GGB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e676d566950078c131f2,j-,0.000414993,0.0427443,3.32,0.1002
278,sub-NDARVC310XV2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e71fd566950078c13207,j-,0.000414993,0.0427443,3.32,0.1002
279,sub-NDARVG597HNL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e7b7d566950078c13222,j-,0.000414993,0.0427443,3.32,0.1002
280,sub-NDARVT454LAE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e847d566950059c05d0b,j-,0.000414993,0.0427443,3.32,0.1002
281,sub-NDARWA544RDT/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e913d566950059c05d0e,j-,0.000414993,0.0427443,3.32,0.1002
282,sub-NDARWG798MJG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4e98cd566950078c13261,j-,0.000414993,0.0427443,3.32,0.1002
283,sub-NDARWH725TXP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ea3bd566950078c13275,j-,0.000414993,0.0427443,3.32,0.1002
284,sub-NDARWN523GVF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4eae4d56695005bc07b74,j-,0.000414993,0.0427443,3.32,0.1002
285,sub-NDARWN691CG7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4eb9fd56695006cc0c981,j-,0.000414993,0.0427443,3.32,0.1002
286,sub-NDARWZ024UYK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ec42d56695005bc07b80,j-,0.000414993,0.0427443,3.32,0.1002
287,sub-NDARXG108HK2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ecead56695006cc0c99c,j-,0.000414993,0.0427443,3.32,0.1002
288,sub-NDARXG670HFE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ed5ad56695005bc07b8b,j-,0.000414993,0.0427443,3.32,0.1002
289,sub-NDARXT822TAA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4edd9d566950078c132ed,j-,0.000414993,0.0427443,3.32,0.1002
290,sub-NDARYF368WEA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ee7ed566950078c13301,j-,0.000414993,0.0427443,3.32,0.1002
291,sub-NDARYF728BEP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4ef1ad566950078c13315,j-,0.000414993,0.0427443,3.32,0.1002
292,sub-NDARYG391PMU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4efd1d566950078c13329,j-,0.000414993,0.0427443,3.32,0.1002
293,sub-NDARYT155NHX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f0f0d56695006cc0c9e1,j-,0.000414993,0.0427443,3.32,0.1002
294,sub-NDARYX592YYR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f159d566950078c1335a,j-,0.000414993,0.0427443,3.32,0.1002
295,sub-NDARYY664KHF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f209d566950078c13370,j-,0.000414993,0.0427443,3.32,0.1002
296,sub-NDARYZ693DE2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f2f1d566950078c13386,j-,0.000414993,0.0427443,3.32,0.1002
297,sub-NDARZK753WGR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f382d56695005bc07bb9,j-,0.000414993,0.0427443,3.32,0.1002
298,sub-NDARZU822WN3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df4f431d566950078c133b2,j-,0.000414993,0.0427443,3.32,0.1002
299,sub-NDARAD224CRB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de83bd040116e005bcf8def,j-,0.000414993,0.0427443,3.32,0.1002
300,sub-NDARAE270LEZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de83ebe40116e0051b46637,j-,0.000414993,0.0427443,3.32,0.1002
301,sub-NDARAH304ED7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de844b440116e005bcf90c6,j-,0.000414993,0.0427443,3.32,0.1002
302,sub-NDARAJ689BVN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8479e40116e0057bca9ba,j-,0.000414993,0.0427443,3.32,0.1002
303,sub-NDARAP964VDB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8526240116e005bcf931b,j-,0.000414993,0.0427443,3.32,0.1002
304,sub-NDARAV820UEP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de85ebd40116e005bcf9541,j-,0.000414993,0.0427443,3.32,0.1002
305,sub-NDARAX272ZJL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de85fe940116e0058c4fa49,j-,0.000414993,0.0427443,3.32,0.1002
306,sub-NDARAX283MAK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8618540116e005bcf95ad,j-,0.000414993,0.0427443,3.32,0.1002
307,sub-NDARAX358NB5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8631c40116e0058c4fa88,j-,0.000414993,0.0427443,3.32,0.1002
308,sub-NDARAY283AU1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de863a140116e005bcf9613,j-,0.000414993,0.0427443,3.32,0.1002
309,sub-NDARBC240LNC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de867ce40116e0058c4fb38,j-,0.000414993,0.0427443,3.32,0.1002
310,sub-NDARBH133TK6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8713e40116e005bcf9895,j-,0.000414993,0.0427443,3.32,0.1002
311,sub-NDARBH228RDW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de871c740116e0058c4fc16,j-,0.000414993,0.0427443,3.32,0.1002
312,sub-NDARBJ674TVU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8765e40116e0057bcac57,j-,0.000414993,0.0427443,3.32,0.1002
313,sub-NDARBL444FBA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de87af940116e0054b7bdfb,j-,0.000414993,0.0427443,3.32,0.1002
314,sub-NDARBL935ZUA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de87c1940116e005bcf9aac,j-,0.000414993,0.0427443,3.32,0.1002
315,sub-NDARBT607PZL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8833b40116e0058c4fdfa,j-,0.000414993,0.0427443,3.32,0.1002
316,sub-NDARBW403EVZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de88bf540116e005bcf9d7e,j-,0.000414993,0.0427443,3.32,0.1002
317,sub-NDARCA116GH8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de891a540116e005bcf9ed8,j-,0.000414993,0.0427443,3.32,0.1002
318,sub-NDARCA740UC8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8945640116e005bcf9f4b,j-,0.000414993,0.0427443,3.32,0.1002
319,sub-NDARCH001CN2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8a13940116e005bcfa191,j-,0.000414993,0.0427443,3.32,0.1002
320,sub-NDARCV154DB9/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8bb9940116e0054b7bf67,j-,0.000414993,0.0427443,3.32,0.1002
321,sub-NDARCW946WNE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8c3bd40116e0058c50405,j-,0.000414993,0.0427443,3.32,0.1002
322,sub-NDARCY178KJP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8c75140116e0058c50484,j-,0.000414993,0.0427443,3.32,0.1002
323,sub-NDARCZ915NC1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8c93e40116e0054b7bfb5,j-,0.000414993,0.0427443,3.32,0.1002
324,sub-NDARDA665DRH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8cd8740116e0053b57058,j-,0.000414993,0.0427443,3.32,0.1002
325,sub-NDARDE283PLC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8d85940116e005bcfab53,j-,0.000414993,0.0427443,3.32,0.1002
326,sub-NDARDL291DN4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8e4b740116e0054b7c04a,j-,0.000414993,0.0427443,3.32,0.1002
327,sub-NDARDT499DWP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8f36140116e005bcfb040,j-,0.000414993,0.0427443,3.32,0.1002
328,sub-NDARDX872VH6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8fd5f40116e005bcfb19a,j-,0.000414993,0.0427443,3.32,0.1002
329,sub-NDARDZ528DLZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de904ea40116e0058c50a90,j-,0.000414993,0.0427443,3.32,0.1002
330,sub-NDARDZ627XFA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9056540116e0058c50acb,j-,0.000414993,0.0427443,3.32,0.1002
331,sub-NDAREC277JCP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de909ef40116e0054b7c15e,j-,0.000414993,0.0427443,3.32,0.1002
332,sub-NDAREC480KFA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de90a6840116e0053b57136,j-,0.000414993,0.0427443,3.32,0.1002
333,sub-NDAREG590BNY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9164340116e0057bcb5c6,j-,0.000414993,0.0427443,3.32,0.1002
334,sub-NDAREJ923FZU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de919dd40116e0054b7c217,j-,0.000414993,0.0427443,3.32,0.1002
335,sub-NDAREV617HAP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de92fc140116e005bcfc1b3,j-,0.000414993,0.0427443,3.32,0.1002
